,Unnamed: 0,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mel1 mean,mel1 var,mel2 mean,mel2 var,mel3 mean,mel3 var,mel4 mean,mel4 var,mel5 mean,mel5 var
10,204,6,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1418.14667099,547037.596409,2881.43469522,2611936.82358,0.06071304203,0.00260013232931,0.105304382741,0.00257970159873,29.4124905895,34.9568075916,-207.251093464,5190.56553939,134.643583778,1107.78729925,-9.00801856274,723.134629147,38.5073739071,426.294363872,6.27814010635,397.942026076,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11,4726,39,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2707.13095949,1575687.01561,5995.84529433,5467423.82601,0.112591600048,0.0111873938319,0.183151885867,0.00886172521859,22.346783248,34.8203507369,-121.643033721,8873.46054679,76.9227627465,1489.4611877,29.012503334,1191.4426721,9.8981811901,501.217858574,3.12776522215,312.281146066,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12,32946,69,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1931.32920284,188882.215337,4514.77822947,710374.309222,0.0836293301841,0.0012802135021,0.111740574241,0.00173345254734,20.1980891999,11.441609583,-118.284087664,1494.81103374,114.23487379,309.656555617,-6.80641029201,269.554171363,37.3947796315,130.477174775,-17.4425333325,90.8106124492,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
13,5304,56,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2354.13656027,354618.348851,5174.28682549,1257253.91338,0.0699513989826,0.0010989737111,0.166858628392,0.00174115528353,26.8154301223,22.1654014747,-101.135886873,2876.60282527,72.40848989,442.590717759,-2.3829139677,495.26155429,46.1168694228,219.348050758,5.59164844544,152.265936838,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
14,8704,56,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1680.04742443,94208.2206965,3077.92100064,371016.880868,0.0967179172723,0.000692403980419,0.189870849252,0.00366078899242,20.003298769,36.2717789425,-81.1311873942,2721.90908422,129.108418315,375.151747933,-42.5824567802,137.705150025,33.193621147,116.44653643,5.66443928743,101.394957246,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
15,15776,64,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1513.26263958,197118.765311,3239.82898801,1269263.18126,0.0601729045543,0.000666299217288,0.0827767178416,0.00100333581213,23.0253895151,27.3094230682,-217.627886984,3458.16315706,128.325765211,658.527286583,-7.49647138055,266.400902756,39.1912800676,260.713431367,-2.55794063226,205.184646097,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
16,13056,84,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2581.8070669,419175.140884,5392.13106377,1149734.11473,0.139127982679,0.00415456524177,0.106772251427,0.000788938312326,25.5060698715,24.8201397409,-94.328899738,1766.87822419,91.8842370827,460.92680024,-17.5440901038,269.763475006,45.5181571672,90.305186907,-15.6725178987,158.538496005,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17,31620,30,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3169.51043103,671123.540604,6938.52385765,1696586.94667,0.151001165819,0.00593503244622,0.169981345534,0.0046585155651,26.6012694432,41.9177135582,-40.6200698785,2003.21332905,63.9178718142,436.785727687,4.92445152455,218.475911856,16.3185365528,247.797827215,12.0825180062,199.925722954,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18,11900,50,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1719.15432558,700842.225174,3805.00880042,3931454.47289,0.0532071372335,0.00145607395632,0.141350716352,0.00510032381862,16.0973458799,19.5908089595,-145.022929093,5071.77379965,118.516064563,1285.30949042,20.5280785151,337.60040651,28.5967699127,117.739374961,2.34706165461,85.418700813,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
19,14246,19,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1138.65526882,162049.025929,2117.23133176,688377.441209,0.050980347626,0.00101291107992,0.0820646136999,0.00318347918801,22.9478078461,29.1578711598,-255.950853718,5276.96849156,163.106903482,875.316706811,-22.8898550658,727.41424591,26.9336494311,378.427580158,15.3103767991,244.387922999,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
20,10472,8,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1717.48111252,47225.3572933,3363.28601926,434299.42266,0.0849719143653,0.000310798088351,0.260920912027,0.000919980928302,28.3661633399,31.3706414972,-14.9200428952,587.595290666,138.409795513,194.221652546,-41.8983617926,71.7762015213,22.0797952137,97.8289037299,-18.6651274789,57.5402366141,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
21,5236,54,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",3259.26038373,839391.71355,7618.64757449,1732502.2181,0.126470521439,0.00598015689583,0.124103851616,0.00186496833339,27.5579915888,28.0348000793,-104.591136532,3075.93883467,64.0396260454,658.409225232,28.8056631777,616.589738218,10.5146313207,249.868208582,15.1248130245,201.733266967,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
22,12648,72,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1933.58718313,423308.204422,4359.43870367,1780885.10328,0.0816830184109,0.0026615752501,0.165541529655,0.00235944613814,17.1654702478,17.5061998672,-95.2604579397,2889.67212258,112.434527233,590.264488484,-2.10630530961,415.485152283,47.0198559421,206.953268531,-10.3696281341,116.242920777,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
23,7480,20,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1218.88833526,106129.617178,2296.38257404,469089.348952,0.0697954517926,0.000520670602946,0.0382967926562,0.00051489949692,18.9073691176,23.5362817516,-301.026714421,5368.73528793,161.031308088,909.009898035,-24.2307364927,317.056728367,27.9618607899,160.737247647,-2.84011065045,130.031509161,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
24,31824,36,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3348.85004353,293371.050001,7059.71072175,905748.485067,0.162076822917,0.0025000694679,0.172942146659,0.00300172390416,26.6610386345,28.60055757,-23.5976597869,1583.51103088,57.3397567026,292.420119985,7.0560117123,249.245715089,16.4906029097,141.246089353,5.47979462212,82.4988020113,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
25,6188,82,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2288.63876484,381432.734166,4818.48820176,884586.392489,0.112915228319,0.00482882346752,0.10235517472,0.00213692337275,17.7392771245,17.9727688046,-122.844463222,956.348965177,95.0974610303,507.286031379,-29.3013522376,289.31925794,46.7790380926,120.818271215,-15.9543658738,130.42183024,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26,33184,76,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2252.5887558,227420.718064,4560.91603834,1108253.23965,0.12189543968,0.00161237541826,0.124431453645,0.00263842684217,18.0060466567,16.5639310758,-95.7788887333,3000.37990283,103.35770302,373.220922756,-36.3831599474,424.823025542,27.1944399185,236.70836189,-22.8789597813,196.242271073,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27,24990,35,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2836.70679618,241589.858073,5614.66586801,724340.598952,0.162659353803,0.00319727786823,0.270863980055,0.00390591332689,19.403709468,22.7682104554,13.4519303127,1898.787552,78.0290978144,346.487186604,-32.9888680196,405.250279294,55.5589871701,116.546035417,-9.93072867684,57.8334484964,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
28,11832,48,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1646.26947141,118558.519098,3183.80927507,507485.948595,0.0852580698886,0.000783190488113,0.145532399416,0.000574159668759,27.2657554361,22.7757327897,-93.3652056706,1344.89197979,137.510355112,517.271205225,-45.1309425369,158.587387069,37.8582454601,154.776211045,-9.444159082,142.253670705,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
29,27812,18,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3433.65747708,840887.815232,7931.98071857,1556616.1813,0.127714692345,0.0055719763556,0.207216918468,0.0037317906972,22.2816512106,26.59646402,-48.9937901825,2198.27406654,62.6787100847,460.165607842,34.2334605877,456.474824701,12.2814265864,276.061110161,16.5464176432,106.342151085,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
30,4794,41,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2711.43435081,704808.695651,5559.53085256,2493898.60948,0.120290167757,0.00452552490485,0.185754567385,0.0112402224913,22.952499835,40.2729375214,-76.6024584241,4492.97739604,68.2690032866,1127.60081965,-1.03323447029,451.433551088,30.3128575273,466.181140135,3.62071402413,414.972698491,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
31,9044,66,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",794.841992194,34772.3973732,1006.73566951,247877.895229,0.0450335362161,9.4185233811e-05,0.0316168218851,0.000538631516974,16.5105284013,11.5062653915,-429.55464004,4198.3170718,175.148631546,898.711932832,31.9903711474,762.250092413,4.24153745123,148.872423874,1.08079161467,94.5621772588,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
32,7106,9,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1216.50184695,121294.284339,2560.61500727,693014.792145,0.0562810380329,0.00077202789314,0.0237892717123,0.000200523878448,20.6441354885,23.7146836363,-356.202321265,5146.87208121,139.796892777,596.19352634,-6.28453884118,222.739395374,43.1630830616,76.0417714563,-8.87153257381,121.400548522,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
33,2074,61,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3122.25995894,1224753.48091,6471.71239099,4409986.98268,0.133424176357,0.00657593882648,0.181329116225,0.00289867282845,25.9187397751,27.9455608811,-73.9626180418,3057.68621363,58.0409406829,1042.79800232,9.1909493945,716.370032847,29.2867934288,354.521547481,12.5319441797,262.013389268,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
34,8024,36,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1280.67213461,301916.162597,2436.99939816,1539348.02527,0.0594033884448,0.0011603836384,0.0160688869655,0.000189757920452,16.1913705538,25.4070066158,-419.085324636,3953.04369873,127.536096437,1451.56942812,-3.78767267878,311.085921351,23.1803521811,160.673515772,-4.39881252057,248.471822596,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
35,28322,33,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2835.0360572,438561.412935,5944.54953216,2070805.55805,0.13704957001,0.00243557771935,0.139826595783,0.00250900443643,18.0770135237,25.2395463447,-69.0631375466,9211.1543308,73.7763965226,496.929940384,-12.4744520113,525.092690691,9.52524293284,252.6691964,-0.0474457305134,174.413704209,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
36,14722,33,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2456.04361987,457471.621564,4914.83676644,1601942.29844,0.123423116521,0.00320640794632,0.104470737278,0.00229342351668,25.5327191402,17.6015570649,-133.400276314,4156.3572666,79.0075120182,744.470757345,-5.61327898004,474.502727481,35.4965672205,373.467874497,-7.52334242386,164.10479761,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
37,4182,23,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2238.96047762,249902.847523,4725.57827262,913597.442362,0.106545996851,0.00129382206495,0.190541729331,0.00310403294861,22.1018577247,23.2183946573,-44.6209183075,1260.24396113,101.245808802,332.78060308,-26.287835109,198.310273249,52.9364594344,98.1884098114,-11.7230869133,141.874262893,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
38,20774,11,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1826.11740432,130364.621476,4011.22677825,1189893.48821,0.0769205729167,0.000721600086498,0.0711525306106,0.00102815497667,19.0500259413,29.0309127976,-192.498250086,1735.67093119,113.169624988,308.973344472,-6.3836407792,365.430293146,39.5742769506,80.5581052621,-9.1705716865,47.8899095018,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
39,17680,20,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1389.34591589,102835.772457,3004.73314862,947647.750476,0.0524516260901,0.000613403400688,0.0753068849444,0.00248991907574,16.3244493889,20.5890607663,-230.515760688,2981.18237807,127.132142728,397.811960639,7.20353296665,600.038916097,39.8098415793,175.023925677,2.00861381299,114.237939999,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
40,3570,5,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2709.11401888,249083.908253,5795.04400209,494435.395869,0.124576822917,0.0026238912883,0.261581838131,0.00539045361802,18.3583899921,16.4115426635,-11.6891518261,1350.93308901,81.9902319456,386.558157631,-8.50249925258,238.067181355,52.7791160738,232.507365951,-14.7145502498,154.421259409,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
41,12036,54,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2633.4016662,960541.353254,5312.38309638,3295813.96562,0.132400678295,0.00731729987407,0.065550789237,0.000637195073068,21.9737873254,31.0363299747,-156.094745716,2341.68601927,75.616013429,995.914615112,-16.4953079838,274.832583059,16.326693445,229.824046012,5.83142561925,125.779570275,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
42,22372,58,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1547.16606715,285051.568089,2724.84323901,795327.113,0.0997460180475,0.00318268620246,0.0806785821915,0.00116875604726,16.9309634155,19.2043419342,-190.390177959,3071.76592471,143.986786941,951.333754665,-28.5093101971,560.813665591,33.8227462426,215.113529104,-1.31535743326,76.3724985735,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
43,32266,49,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2396.95904699,566396.411458,4920.37864508,1758037.49933,0.135241793847,0.00543383058766,0.209691375494,0.00724689569324,21.4875611069,28.2472286116,-45.1117708092,3622.42483452,98.6639407467,916.770190709,-24.6317496309,500.940419034,40.5150283194,173.353505273,-18.0951628143,151.7702526,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
44,8568,52,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2412.6829516,421606.123198,4997.03017124,2202775.81244,0.127016336604,0.0023366309655,0.0556434690952,0.0012828897452,18.9326182541,36.4774828077,-185.930689887,9414.54890084,86.6819121023,930.884615149,-15.6676760242,592.921625881,14.7546899935,110.582373659,-2.24443567527,98.5094620339,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
45,5882,73,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2565.82854805,1444939.77639,5930.4778343,4640353.93198,0.0855268138324,0.00930079312703,0.30021584034,0.0140164392069,25.7995237047,43.7229292621,-78.3672729964,6135.08074754,70.1974286781,1215.66799536,45.9487087489,670.778850316,42.0885061297,320.88252055,15.1286879865,213.357797522,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
46,9826,89,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2423.21647976,119200.854874,4296.56675827,375563.292962,0.166631843508,0.00113073604768,0.0351317599416,0.000223314738832,18.2094361981,13.9031786426,-301.769610015,2620.11717657,57.572104255,820.296981903,-59.1770861202,254.958653027,33.504702437,84.0614858526,-20.9094565409,73.3134118728,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
47,10982,23,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2297.19886139,392838.543593,4852.93298056,1669677.70127,0.115698809956,0.00236707545496,0.135937035084,0.00167033867911,19.3920621141,12.2024409853,-88.1263413482,3041.685545,105.305773593,583.562891751,-24.5003921774,164.739641922,41.8320365643,114.939900255,-22.4010004975,118.787809494,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
48,4488,32,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2145.74961127,950690.303032,4529.62612418,4008101.7925,0.0787219143653,0.00438438998601,0.134597912431,0.00521843042225,18.280658528,24.7825028207,-148.075088947,4680.43577447,90.5619375851,1365.13648951,-0.2812037321,612.984325599,28.8522227688,377.294914285,19.3082870892,255.202776011,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
49,15606,59,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1535.20367517,565033.205818,3508.37640807,4071044.63166,0.0525087814922,0.00097067312469,0.145510107279,0.0023908209987,26.5739502235,24.0023978081,-185.151112877,7334.35503506,120.510286565,1327.62452254,29.7389784629,440.805008573,56.3965735086,432.334173075,-3.04598473975,351.825734356,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
50,28016,24,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3302.3125878,799001.809013,7303.03591706,2345892.43037,0.144589919453,0.00682025443232,0.207679122686,0.00890730507672,23.5547068482,25.3883356711,-40.7074826512,3885.01280976,61.51709783,571.824300749,9.87230712701,409.257573576,10.1038006465,353.824439574,8.46740430571,172.095941426,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
51,4352,28,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2776.81038947,860348.583689,5750.84251226,3066937.41346,0.114712784641,0.00436568075315,0.154510065913,0.00124312122352,18.52788535,24.80922926,-83.1192976797,2497.26050438,67.6236825838,1092.84081102,1.2020560479,779.406941097,29.7079867823,378.695283501,12.5464162411,409.522571666,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
52,22678,67,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1353.29310743,197138.643737,2828.72007858,1254742.75854,0.0548756207607,0.000615586332601,0.13800509274,0.0012991061667,14.2675758307,14.4894845955,-177.247196381,1329.06299673,144.392033139,707.784476508,-17.2702131921,497.39494532,55.6963052064,389.64255986,-21.234519409,151.351593477,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
